_num,_widgetName,_source,_resultNumber,_pageUrl,movietitle,year,people,image,description
410,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,10,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,World War Z,2013,Director: Marc Forster; Stars: Brad Pitt Mireille Enos Daniella Kertesz James Badge Dale,<img height="209" width="140" alt="Image of World War Z" title="Image of World War Z" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTg0NTgxMjIxOF5BMl5BanBnXkFtZTcwMDM0MDY1OQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of World War Z" title="Image of World War Z" src="http://ia.media-imdb.com/images/M/MV5BMTg0NTgxMjIxOF5BMl5BanBnXkFtZTcwMDM0MDY1OQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments and threatening to destroy humanity itself. (116 mins.)
411,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,11,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Oblivion,2013,Director: Joseph Kosinski; Stars: Tom Cruise Morgan Freeman Andrea Riseborough Olga Kurylenko,<img height="209" width="140" alt="Image of Oblivion" title="Image of Oblivion" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Oblivion" title="Image of Oblivion" src="http://ia.media-imdb.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself. (124 mins.)
412,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,12,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Man of Steel,2013,Director: Zack Snyder; Stars: Henry Cavill Amy Adams Michael Shannon Diane Lane,<img height="209" width="140" alt="Image of Man of Steel" title="Image of Man of Steel" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1._SY209_CR10140209_.jpg" />; <img height="209" width="140" alt="Image of Man of Steel" title="Image of Man of Steel" src="http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1._SY209_CR10140209_.jpg" class="zero-z-index" />,A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race. (143 mins.)
413,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,13,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Pacific Rim,2013,Director: Guillermo del Toro; Stars: Idris Elba Charlie Hunnam Rinko Kikuchi Charlie Day,<img height="209" width="140" alt="Image of Pacific Rim" title="Image of Pacific Rim" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Pacific Rim" title="Image of Pacific Rim" src="http://ia.media-imdb.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,As a war between humankind and monstrous sea creatures wages on a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse. (132 mins.)
414,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,14,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Hunger Games: Catching Fire,2013,Director: Francis Lawrence; Stars: Jennifer Lawrence Josh Hutcherson Liam Hemsworth Philip Seymour Hoffman,<img height="209" width="140" alt="Image of The Hunger Games: Catching Fire" title="Image of The Hunger Games: Catching Fire" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Hunger Games: Catching Fire" title="Image of The Hunger Games: Catching Fire" src="http://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem. (146 mins.)
415,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,15,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Host,2013,Director: Andrew Niccol; Stars: Saoirse Ronan Max Irons Jake Abel Diane Kruger,<img height="209" width="140" alt="Image of The Host" title="Image of The Host" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Host" title="Image of The Host" src="http://ia.media-imdb.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,When an unseen enemy threatens mankind by taking over their bodies and erasing their memories Melanie will risk everything to protect the people she cares most about proving that love can conquer all in a dangerous new world. (125 mins.)
416,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,16,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Wolverine,2013,Director: James Mangold; Stars: Hugh Jackman Will Yun Lee Tao Okamoto Rila Fukushima,<img height="209" width="140" alt="Image of The Wolverine" title="Image of The Wolverine" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Wolverine" title="Image of The Wolverine" src="http://ia.media-imdb.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,When Wolverine is summoned to Japan by an old acquaintance he is embroiled in a conflict that forces him to confront his own demons. (126 mins.)
417,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,17,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Elysium,2013,Director: Neill Blomkamp; Stars: Matt Damon Jodie Foster Sharlto Copley Alice Braga,<img height="209" width="140" alt="Image of Elysium" title="Image of Elysium" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Elysium" title="Image of Elysium" src="http://ia.media-imdb.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,In the year 2154 the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds. (109 mins.)
418,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,18,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,After Earth,2013,Director: M. Night Shyamalan; Stars: Jaden Smith David Denman Will Smith Sophie Okonedo,<img height="209" width="140" alt="Image of After Earth" title="Image of After Earth" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of After Earth" title="Image of After Earth" src="http://ia.media-imdb.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A crash landing leaves Kitai Raige and his father Cypher stranded on Earth a millennium after events forced humanity's escape. With Cypher injured Kitai must embark on a perilous journey to signal for help. (100 mins.)
419,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,19,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Iron Man 3,2013,Director: Shane Black; Stars: Robert Downey Jr. Guy Pearce Gwyneth Paltrow Don Cheadle,<img height="209" width="140" alt="Image of Iron Man 3" title="Image of Iron Man 3" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjIzMzAzMjQyM15BMl5BanBnXkFtZTcwNzM2NjcyOQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Iron Man 3" title="Image of Iron Man 3" src="http://ia.media-imdb.com/images/M/MV5BMjIzMzAzMjQyM15BMl5BanBnXkFtZTcwNzM2NjcyOQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin he starts an odyssey of rebuilding and retribution. (130 mins.)
420,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,20,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Star Trek Into Darkness,2013,Director: J.J. Abrams; Stars: Chris Pine Zachary Quinto Zoe Saldana Benedict Cumberbatch,<img height="209" width="140" alt="Image of Star Trek Into Darkness" title="Image of Star Trek Into Darkness" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Star Trek Into Darkness" title="Image of Star Trek Into Darkness" src="http://ia.media-imdb.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,After the crew of the Enterprise find an unstoppable force of terror from within their own organization Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction. (132 mins.)
421,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,21,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Logan's Run,1976,Director: Michael Anderson; Stars: Michael York Jenny Agutter Richard Jordan Roscoe Lee Browne,<img height="209" width="140" alt="Image of Logan's Run" title="Image of Logan's Run" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjA2NTI4NDY1MF5BMl5BanBnXkFtZTgwMTg0NjAxMDE@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Logan's Run" title="Image of Logan's Run" src="http://ia.media-imdb.com/images/M/MV5BMjA2NTI4NDY1MF5BMl5BanBnXkFtZTgwMTg0NjAxMDE@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,An idyllic sci-fi future has one major drawback: life must end at 30. (119 mins.)
422,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,22,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Star Wars,1977,Director: George Lucas; Stars: Mark Hamill Harrison Ford Carrie Fisher Alec Guinness,<img height="209" width="140" alt="Image of Star Wars" title="Image of Star Wars" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTU4NTczODkwM15BMl5BanBnXkFtZTcwMzEyMTIyMw@@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Star Wars" title="Image of Star Wars" src="http://ia.media-imdb.com/images/M/MV5BMTU4NTczODkwM15BMl5BanBnXkFtZTcwMzEyMTIyMw@@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,Luke Skywalker joins forces with a Jedi Knight a cocky pilot a wookiee and two droids to save the universe from the Empire's world-destroying battle-station while also attempting to rescue Princess Leia from the evil Darth Vader. (121 mins.)
423,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,23,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Superman,1978,Director: Richard Donner; Stars: Christopher Reeve Margot Kidder Gene Hackman Marlon Brando,<img height="209" width="140" alt="Image of Superman" title="Image of Superman" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTI1MjA5MzM0OF5BMl5BanBnXkFtZTYwNTc0MTQ5._V1._SY209_CR50140209_.jpg" />; <img height="209" width="140" alt="Image of Superman" title="Image of Superman" src="http://ia.media-imdb.com/images/M/MV5BMTI1MjA5MzM0OF5BMl5BanBnXkFtZTYwNTc0MTQ5._V1._SY209_CR50140209_.jpg" class="zero-z-index" />,An alien orphan is sent from his dying planet to Earth where he grows up to become his adoptive home's first and greatest superhero. (143 mins.)
424,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,24,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Alien,1979,Director: Ridley Scott; Stars: Sigourney Weaver Tom Skerritt John Hurt Veronica Cartwright,<img height="209" width="140" alt="Image of Alien" title="Image of Alien" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTU1ODQ4NjQyOV5BMl5BanBnXkFtZTgwOTQ3NDU2MTE@._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Alien" title="Image of Alien" src="http://ia.media-imdb.com/images/M/MV5BMTU1ODQ4NjQyOV5BMl5BanBnXkFtZTgwOTQ3NDU2MTE@._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,The commercial vessel Nostromo receives a distress call from an unexplored planet. After searching for survivors the crew heads home only to realize that a deadly bioform has joined them. (117 mins.)
425,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,25,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Upside Down,2012,Director: Juan Solanas; Stars: Jim Sturgess Kirsten Dunst Timothy Spall Blu Mankuma,<img height="209" width="140" alt="Image of Upside Down" title="Image of Upside Down" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTgzNzM4ODMwNV5BMl5BanBnXkFtZTcwNDU1MzEwOQ@@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Upside Down" title="Image of Upside Down" src="http://ia.media-imdb.com/images/M/MV5BMTgzNzM4ODMwNV5BMl5BanBnXkFtZTcwNDU1MzEwOQ@@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation Adam sets out on a dangerous quest to reconnect with his love. (109 mins.)
426,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,26,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Airplane II: The Sequel,1982,Director: Ken Finkleman; Stars: Robert Hays Julie Hagerty Lloyd Bridges Raymond Burr,<img height="209" width="140" alt="Image of Airplane II: The Sequel" title="Image of Airplane II: The Sequel" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTI2MjM3ODk0M15BMl5BanBnXkFtZTcwMzc1ODAyMQ@@._V1._SY209_CR30140209_.jpg" />; <img height="209" width="140" alt="Image of Airplane II: The Sequel" title="Image of Airplane II: The Sequel" src="http://ia.media-imdb.com/images/M/MV5BMTI2MjM3ODk0M15BMl5BanBnXkFtZTcwMzc1ODAyMQ@@._V1._SY209_CR30140209_.jpg" class="zero-z-index" />,A faulty computer causes a passenger space shuttle to head straight for the Sun. Can Ted Striker save the day and get the shuttle back on track--again??? (85 mins.)
427,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,27,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Blue Thunder,1983,Director: John Badham; Stars: Roy Scheider Warren Oates Candy Clark Daniel Stern,<img height="209" width="140" alt="Image of Blue Thunder" title="Image of Blue Thunder" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMjY5NTMwMzQ4NF5BMl5BanBnXkFtZTYwMDMxMjI5._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Blue Thunder" title="Image of Blue Thunder" src="http://ia.media-imdb.com/images/M/MV5BMjY5NTMwMzQ4NF5BMl5BanBnXkFtZTYwMDMxMjI5._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,The cop test pilot for an experimental police helicopter learns the sinister implications of the new vehicle. (109 mins.)
428,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,28,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Entity,1982,Director: Sidney J. Furie; Stars: Barbara Hershey Ron Silver David Labiosa George Coe,<img height="209" width="140" alt="Image of The Entity" title="Image of The Entity" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTk2Nzc4Njg2OF5BMl5BanBnXkFtZTcwMDMzNjgyMQ@@._V1._SY209_CR40140209_.jpg" />; <img height="209" width="140" alt="Image of The Entity" title="Image of The Entity" src="http://ia.media-imdb.com/images/M/MV5BMTk2Nzc4Njg2OF5BMl5BanBnXkFtZTcwMDMzNjgyMQ@@._V1._SY209_CR40140209_.jpg" class="zero-z-index" />,Supposedly based partially on a true story a woman is tormented and sexually molested by an invisible demon. (125 mins.)
429,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,29,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Man with Two Brains,1983,Director: Carl Reiner; Stars: Steve Martin Kathleen Turner David Warner Paul Benedict,<img height="209" width="140" alt="Image of The Man with Two Brains" title="Image of The Man with Two Brains" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTczNzE4NzI0MV5BMl5BanBnXkFtZTcwMzMwNzEzMQ@@._V1._SY209_CR10140209_.jpg" />; <img height="209" width="140" alt="Image of The Man with Two Brains" title="Image of The Man with Two Brains" src="http://ia.media-imdb.com/images/M/MV5BMTczNzE4NzI0MV5BMl5BanBnXkFtZTcwMzMwNzEzMQ@@._V1._SY209_CR10140209_.jpg" class="zero-z-index" />,Steve Martin comedy about brain transplantation. (93 mins.)
430,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,30,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Right Stuff,1983,Director: Philip Kaufman; Stars: Sam Shepard Scott Glenn Ed Harris Dennis Quaid,<img height="209" width="140" alt="Image of The Right Stuff" title="Image of The Right Stuff" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTgxMzE2ODQxM15BMl5BanBnXkFtZTYwNDUwNzk5._V1._SY209_CR60140209_.jpg" />; <img height="209" width="140" alt="Image of The Right Stuff" title="Image of The Right Stuff" src="http://ia.media-imdb.com/images/M/MV5BMTgxMzE2ODQxM15BMl5BanBnXkFtZTYwNDUwNzk5._V1._SY209_CR60140209_.jpg" class="zero-z-index" />,The story of the original Mercury 7 astronauts and their macho seat-of-the-pants approach to the space program. (193 mins.)
431,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,31,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,2010,1984,Director: Peter Hyams; Stars: Roy Scheider John Lithgow Helen Mirren Bob Balaban,<img height="209" width="140" alt="Image of 2010" title="Image of 2010" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTkzOTk4NTcyOV5BMl5BanBnXkFtZTgwOTE4NjkzMTE@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of 2010" title="Image of 2010" src="http://ia.media-imdb.com/images/M/MV5BMTkzOTk4NTcyOV5BMl5BanBnXkFtZTgwOTE4NjkzMTE@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A joint U.S.-Soviet expedition is sent to Jupiter to learn what happened to the Discovery. (116 mins.)
432,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,32,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,The Last Starfighter,1984,Director: Nick Castle; Stars: Lance Guest Robert Preston Kay E. Kuter Dan Mason,<img height="209" width="140" alt="Image of The Last Starfighter" title="Image of The Last Starfighter" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTk4NDY2NTA2MV5BMl5BanBnXkFtZTYwNjI2Mjg4._V1._SX140_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of The Last Starfighter" title="Image of The Last Starfighter" src="http://ia.media-imdb.com/images/M/MV5BMTk4NDY2NTA2MV5BMl5BanBnXkFtZTYwNjI2Mjg4._V1._SX140_CR00140209_.jpg" class="zero-z-index" />,A video-gaming boy seemingly doomed to stay at his trailer park home all his life finds himself recruited as a gunner for an alien defense force. (101 mins.)
433,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,33,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Night of the Comet,1984,Director: Thom Eberhardt; Stars: Catherine Mary Stewart Kelli Maroney Robert Beltran Sharon Farrell,<img height="209" width="140" alt="Image of Night of the Comet" title="Image of Night of the Comet" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTY5NDIwNDA1NV5BMl5BanBnXkFtZTcwOTUxOTM2NA@@._V1._SY209_CR90140209_.jpg" />; <img height="209" width="140" alt="Image of Night of the Comet" title="Image of Night of the Comet" src="http://ia.media-imdb.com/images/M/MV5BMTY5NDIwNDA1NV5BMl5BanBnXkFtZTcwOTUxOTM2NA@@._V1._SY209_CR90140209_.jpg" class="zero-z-index" />,A comet wipes out most of life on Earth leaving two Valley Girls to fight the evil types who survive. (95 mins.)
434,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,34,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Starman,1984,Director: John Carpenter; Stars: Jeff Bridges Karen Allen Charles Martin Smith Richard Jaeckel,<img height="209" width="140" alt="Image of Starman" title="Image of Starman" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BODg5ODI0NzM5M15BMl5BanBnXkFtZTgwNDk5MjQxMDE@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Starman" title="Image of Starman" src="http://ia.media-imdb.com/images/M/MV5BODg5ODI0NzM5M15BMl5BanBnXkFtZTgwNDk5MjQxMDE@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,An alien takes the form of a young widow's husband and asks her to drive him from Wisconsin to Arizona. The government tries to stop them. (115 mins.)
435,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,35,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,D.A.R.Y.L.,1985,Director: Simon Wincer; Stars: Mary Beth Hurt Michael McKean Kathryn Walker Colleen Camp,<img height="209" width="140" alt="Image of D.A.R.Y.L." title="Image of D.A.R.Y.L." src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTMzNjYwOTg1NV5BMl5BanBnXkFtZTcwMjkwMjcyMQ@@._V1._SY209_CR160140209_.jpg" />; <img height="209" width="140" alt="Image of D.A.R.Y.L." title="Image of D.A.R.Y.L." src="http://ia.media-imdb.com/images/M/MV5BMTMzNjYwOTg1NV5BMl5BanBnXkFtZTcwMjkwMjcyMQ@@._V1._SY209_CR160140209_.jpg" class="zero-z-index" />,A young boy is found wandering without any memory of who he is. A family takes him in and begin to look for clues to help him find his way home... (99 mins.)
436,IMDB_List_IconViewExtractor,IMDB_List_IconViewExtractor,36,http://www.imdb.com/list/ls051626175/?start=101&view=detail&sort=listorian:asc,Enemy Mine,1985,Director: Wolfgang Petersen; Stars: Dennis Quaid Louis Gossett Jr. Brion James Richard Marcus,<img height="209" width="140" alt="Image of Enemy Mine" title="Image of Enemy Mine" src="http://i.media-imdb.com/images/SFaa265aa19162c9e4f3781fbae59f856d/nopicture/medium/film.png" class="loadlate hidden zero-z-index" loadlate="http://ia.media-imdb.com/images/M/MV5BMTkxODQ1NDMwMl5BMl5BanBnXkFtZTgwMTY4MjQxMDE@._V1._SY209_CR00140209_.jpg" />; <img height="209" width="140" alt="Image of Enemy Mine" title="Image of Enemy Mine" src="http://ia.media-imdb.com/images/M/MV5BMTkxODQ1NDMwMl5BMl5BanBnXkFtZTgwMTY4MjQxMDE@._V1._SY209_CR00140209_.jpg" class="zero-z-index" />,A soldier from Earth crash-lands on an alien world after sustaining battle damage. Eventually he encounters another survivor... (108 mins.)
